entry_idx,entry_date,regime,picks,weights,initial_capital,nav,status,exit_date,exit_nav,return_pct
0,2003-09-30,recovery,"CSX,NVDA,AAPL","0.333,0.333,0.333",1.0,1.3320458073279708,exited,2004-03-31,1.3320458073279708,33.20458073279708
1,2003-10-31,recovery,"MO,XEL,NKE","0.333,0.333,0.333",1.0,1.1332819011389432,exited,2004-04-30,1.1332819011389432,13.328190113894323
2,2003-11-28,recovery,"XEL,HAS,WEN","0.333,0.333,0.333",1.0,0.9721744798471461,exited,2004-05-31,0.9721744798471461,-2.782552015285389
3,2003-12-31,recovery,"MO,OXY,ASH","0.333,0.333,0.333",1.0,1.1044350091577637,exited,2004-06-30,1.1044350091577637,10.443500915776372
4,2004-01-30,recovery,"CSX,CMS,WOR","0.333,0.333,0.333",1.0,1.0998292438750457,exited,2004-07-30,1.0998292438750457,9.982924387504566
5,2004-02-27,recovery,"CMS,NVDA,MO","0.363,0.237,0.400",1.0,0.8599347881028466,exited,2004-08-31,0.8599347881028466,-14.006521189715338
6,2004-03-31,recovery,"AAPL,MO,NVDA","0.400,0.398,0.202",2.3320458073279706,2.418882448672091,exited,2004-09-30,2.418882448672091,3.723625027915589
7,2004-04-30,recovery,"NVDA,AAPL,TLAB","0.200,0.400,0.400",2.1332819011389432,2.8144531040570415,exited,2004-10-29,2.8144531040570415,31.930669948234502
8,2004-05-31,recovery,"OXY,AAPL,COP","0.389,0.212,0.399",1.9721744798471461,3.0399769265880034,exited,2004-11-30,3.0399769265880034,54.14340656226408
9,2004-06-30,recovery,"AAPL,TJX,COP","0.263,0.349,0.388",2.104435009157764,2.8002670291479874,exited,2004-12-31,2.8002670291479874,33.06502776100029
10,2004-07-30,normal,"AAPL,GLW,NUE","0.370,0.287,0.344",2.0998292438750457,3.3493797341844735,exited,2005-01-31,3.3493797341844735,59.50724297960033
11,2004-08-31,normal,"AAPL,SBUX,MO","0.274,0.400,0.326",1.8599347881028465,3.048975587172623,exited,2005-02-28,3.048975587172623,63.92916604794574
12,2004-09-30,recovery,"AAPL,VLO,WOR","0.365,0.384,0.251",3.418882448672091,5.871156387597825,exited,2005-03-31,5.871156387597825,71.72735464707796
13,2004-10-29,recovery,"AAPL,SRE,CVX","0.228,0.400,0.372",3.8144531040570415,4.466314261142585,exited,2005-04-29,4.466314261142585,17.0892429216714
14,2004-11-30,recovery,"NEE,FE,SRE","0.377,0.355,0.269",4.039976926588004,4.484011099739922,exited,2005-05-31,4.484011099739922,10.99100765228702
15,2004-12-31,recovery,"VFC,ASH,EXC","0.384,0.260,0.357",3.8002670291479874,4.347185074583225,exited,2005-06-30,4.347185074583225,14.391568835568247
16,2005-01-31,recovery,"CSX,AAPL,WEN","0.400,0.204,0.396",4.349379734184474,4.907474576881212,exited,2005-07-29,4.907474576881212,12.83159615405214
17,2005-02-28,recovery,"NVDA,CSX,EXC","0.200,0.400,0.400",4.048975587172623,4.53807163041669,exited,2005-08-31,4.53807163041669,12.07950091854222
18,2005-03-31,recovery,"CSX,WEN,AAPL","0.400,0.369,0.231",6.871156387597825,8.14240677271702,exited,2005-09-30,8.14240677271702,18.50125820762505
19,2005-04-29,recovery,"CSX,NEE,AAPL","0.400,0.400,0.200",5.466314261142585,6.59293952174048,exited,2005-10-31,6.59293952174048,20.610327302375133
20,2005-05-31,recovery,"EXC,PEG,ADM","0.400,0.379,0.221",5.484011099739922,6.311311336874561,exited,2005-11-30,6.311311336874561,15.08567765615707
21,2005-06-30,recovery,"AAPL,CSX,CMS","0.200,0.400,0.400",5.347185074583225,6.700604328066264,exited,2005-12-30,6.700604328066264,25.31087356441517
22,2005-07-29,recovery,"CSX,CMS,SLM","0.400,0.320,0.280",5.907474576881212,6.324598278470635,exited,2006-01-31,6.324598278470635,7.060947891707037
23,2005-08-31,recovery,"CSX,CMS,PPL","0.369,0.231,0.400",5.53807163041669,5.960167999727146,exited,2006-02-28,5.960167999727146,7.621721015527871
24,2005-09-30,recovery,"CL,PEG,EXC","0.288,0.312,0.400",9.14240677271702,9.430913107321024,exited,2006-03-31,9.430913107321024,3.155693481775179
25,2005-10-31,recovery,"NEE,PEG,UNM","0.400,0.336,0.264",7.59293952174048,7.442603826654551,exited,2006-04-28,7.442603826654551,-1.9799406363698813
26,2005-11-30,recovery,"CSX,PEG,ADM","0.400,0.372,0.228",7.311311336874561,9.799447614521824,exited,2006-05-31,9.799447614521824,34.031327117727315
27,2005-12-30,recovery,"CSX,NEE,PGR","0.397,0.311,0.292",7.700604328066264,8.663933166543805,exited,2006-06-30,8.663933166543805,12.509782316259411
28,2006-01-31,recovery,"NVDA,CSX,WMB","0.230,0.400,0.370",7.324598278470635,7.765539416070018,exited,2006-07-31,7.765539416070018,6.020004385707423
29,2006-02-28,recovery,"WMB,NVDA,ADM","0.400,0.288,0.312",6.960167999727146,8.515397644806942,exited,2006-08-31,8.515397644806942,22.344714166967883
30,2006-03-31,recovery,"NVDA,PEG,EXC","0.200,0.400,0.400",10.430913107321024,11.042610003554824,exited,2006-09-29,11.042610003554824,5.864269886444329
31,2006-04-28,recovery,"NVDA,CSX,BXP","0.207,0.400,0.393",8.442603826654551,9.685877269296867,exited,2006-10-31,9.685877269296867,14.726184814181575
32,2006-05-31,recovery,"NVDA,CSX,MCO","0.231,0.400,0.369",10.799447614521824,13.964934960478622,exited,2006-11-30,13.964934960478622,29.31156721108794
33,2006-06-30,recovery,"NVDA,CSX,ADM","0.249,0.400,0.351",9.663933166543805,10.613734126662834,exited,2006-12-29,10.613734126662834,9.828306381579788
34,2006-07-31,recovery,"AMZN,CSX,NVDA","0.272,0.400,0.328",8.765539416070018,11.585983648788185,exited,2007-01-31,11.585983648788185,32.176505048250604
35,2006-08-31,recovery,"CSX,MO,CNP","0.266,0.400,0.334",9.515397644806942,11.07349169754697,exited,2007-02-28,11.07349169754697,16.374450242658668
36,2006-09-29,recovery,"NVDA,HPQ,WMB","0.200,0.400,0.400",12.042610003554824,13.402119322237647,exited,2007-03-30,13.402119322237647,11.289158399063947
37,2006-10-31,recovery,"NVDA,HPQ,T","0.200,0.400,0.400",10.685877269296867,11.631859747093017,exited,2007-04-30,11.631859747093017,8.85264217392978
38,2006-11-30,recovery,"NVDA,T,HPQ","0.200,0.400,0.400",14.964934960478622,17.237396966118855,exited,2007-05-31,17.237396966118855,15.18524478483636
39,2006-12-29,recovery,"CSX,T,NVDA","0.400,0.400,0.200",11.613734126662834,14.230443360159343,exited,2007-06-29,14.230443360159343,22.531161855075222
40,2007-01-31,recovery,"NVDA,CFC,CAG","0.291,0.309,0.400",12.585983648788185,10.487964704821561,exited,2007-07-31,10.487964704821561,-16.66948728452088
41,2007-02-28,recovery,"NVDA,CMCSA,SSP","0.200,0.400,0.400",12.07349169754697,13.280148653448263,exited,2007-08-31,13.280148653448263,9.994266663938278
42,2007-03-30,recovery,"NVDA,T,SCHW","0.200,0.400,0.400",14.402119322237647,18.922932445404626,exited,2007-09-28,18.922932445404626,31.389915761818465
43,2007-04-30,recovery,"NVDA,AMZN,MAT","0.281,0.319,0.400",12.631859747093017,15.298531382691289,exited,2007-10-31,15.298531382691289,21.11068115850443
44,2007-05-31,recovery,"AMZN,MAT,NVDA","0.258,0.400,0.342",18.237396966118855,20.057814376940033,exited,2007-11-30,20.057814376940033,9.98178311413147
45,2007-06-29,recovery,"AMZN,NVDA,F","0.238,0.362,0.400",15.230443360159343,16.055968865596068,exited,2007-12-31,16.055968865596068,5.420232923725532
46,2007-07-31,recovery,"NVDA,AMZN,NI","0.361,0.239,0.400",11.487964704821561,10.726469940096669,exited,2008-01-31,10.726469940096669,-6.628630782659773
47,2007-08-31,recovery,"NVDA,AMZN,AAPL","0.329,0.271,0.400",14.280148653448263,11.213687136124499,exited,2008-02-29,11.213687136124499,-21.47359661121804
48,2007-09-28,recovery,"NVDA,AMZN,JCI","0.400,0.319,0.281",19.922932445404626,14.804866056548757,exited,2008-03-31,14.804866056548757,-25.689322607909503
