date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,"CSX,NVDA,AAPL","0.333,0.333,0.333"
2003-10-31,recovery,2.0,2,0.0,2.097789580130729,"MO,XEL,NKE","0.333,0.333,0.333"
2003-11-28,recovery,3.0,3,0.0,3.226661250215195,"XEL,HAS,WEN","0.333,0.333,0.333"
2003-12-31,recovery,4.0,4,0.0,4.359342514279286,"MO,OXY,ASH","0.333,0.333,0.333"
2004-01-30,recovery,5.0,5,0.0,5.34715353445599,"CSX,CMS,WOR","0.333,0.333,0.333"
2004-02-27,recovery,6.0,6,0.0,6.486316706488256,"CMS,NVDA,MO","0.363,0.237,0.400"
2004-03-31,recovery,7.0,6,0.0,7.658662495372642,"AAPL,MO,NVDA","0.400,0.398,0.202"
2004-04-30,recovery,8.0,6,0.0,8.316788211346395,"NVDA,AAPL,TLAB","0.200,0.400,0.400"
2004-05-31,recovery,9.0,6,0.0,9.353243660664514,"OXY,AAPL,COP","0.389,0.212,0.399"
2004-06-30,recovery,10.0,6,0.0,11.009082270835123,"AAPL,TJX,COP","0.263,0.349,0.388"
2004-07-30,normal,11.0,6,0.0,11.728313322254493,"AAPL,GLW,NUE","0.370,0.287,0.344"
2004-08-31,normal,12.0,6,0.0,12.641160546732651,"AAPL,SBUX,MO","0.274,0.400,0.326"
2004-09-30,recovery,13.0,6,0.0,14.769354590429952,"AAPL,VLO,WOR","0.365,0.384,0.251"
2004-10-29,recovery,14.0,6,0.0,17.738326776787027,"AAPL,SRE,CVX","0.228,0.400,0.372"
2004-11-30,recovery,15.0,6,0.0,21.506061506177645,"NEE,FE,SRE","0.377,0.355,0.269"
2004-12-31,recovery,16.0,6,0.0,22.168080559275662,"VFC,ASH,EXC","0.384,0.260,0.357"
2005-01-31,recovery,17.0,6,0.0,24.56604866689083,"CSX,AAPL,WEN","0.400,0.204,0.396"
2005-02-28,recovery,18.0,6,0.0,28.07458162425886,"NVDA,CSX,EXC","0.200,0.400,0.400"
2005-03-31,recovery,19.0,6,0.0,28.45509592670982,"CSX,WEN,AAPL","0.400,0.369,0.231"
2005-04-29,recovery,20.0,6,0.0,28.664217940945193,"CSX,NEE,AAPL","0.400,0.400,0.200"
2005-05-31,recovery,21.0,6,0.0,30.848812517864076,"EXC,PEG,ADM","0.400,0.379,0.221"
2005-06-30,recovery,22.0,6,0.0,32.942488294365006,"AAPL,CSX,CMS","0.200,0.400,0.400"
2005-07-29,recovery,23.0,6,0.0,36.299247417834664,"CSX,CMS,SLM","0.400,0.320,0.280"
2005-08-31,recovery,24.0,6,0.0,37.35456754774005,"CSX,CMS,PPL","0.369,0.231,0.400"
2005-09-30,recovery,25.0,6,0.0,40.43866958845341,"CL,PEG,EXC","0.288,0.312,0.400"
2005-10-31,recovery,26.0,6,0.0,40.472158721893514,"NEE,PEG,UNM","0.400,0.336,0.264"
2005-11-30,recovery,27.0,6,0.0,41.86778671757463,"CSX,PEG,ADM","0.400,0.372,0.228"
2005-12-30,recovery,28.0,6,0.0,44.24922412935459,"CSX,NEE,PGR","0.397,0.311,0.292"
2006-01-31,recovery,29.0,6,0.0,46.88671475024129,"NVDA,CSX,WMB","0.230,0.400,0.370"
2006-02-28,recovery,30.0,6,0.0,48.30927379607053,"WMB,NVDA,ADM","0.400,0.288,0.312"
2006-03-31,recovery,31.0,6,0.0,50.081554687418645,"NVDA,PEG,EXC","0.200,0.400,0.400"
2006-04-28,recovery,32.0,6,0.0,53.12869912957139,"NVDA,CSX,BXP","0.207,0.400,0.393"
2006-05-31,recovery,33.0,6,0.0,53.1204773623331,"NVDA,CSX,MCO","0.231,0.400,0.369"
2006-06-30,recovery,34.0,6,0.0,55.03432117752199,"NVDA,CSX,ADM","0.249,0.400,0.351"
2006-07-31,recovery,35.0,6,0.0,55.40580352842986,"AMZN,CSX,NVDA","0.272,0.400,0.328"
2006-08-31,recovery,36.0,6,0.0,61.41079791540144,"CSX,MO,CNP","0.266,0.400,0.334"
2006-09-29,recovery,37.0,6,0.0,63.39750951283591,"NVDA,HPQ,WMB","0.200,0.400,0.400"
2006-10-31,recovery,38.0,6,0.0,70.15183985156165,"NVDA,HPQ,T","0.200,0.400,0.400"
2006-11-30,recovery,39.0,6,0.0,73.64539287255992,"NVDA,T,HPQ","0.200,0.400,0.400"
2006-12-29,recovery,40.0,6,0.0,74.98031702713428,"CSX,T,NVDA","0.400,0.400,0.200"
2007-01-31,recovery,41.0,6,0.0,76.21473685857872,"NVDA,CFC,CAG","0.291,0.309,0.400"
2007-02-28,recovery,42.0,6,0.0,75.56248177548355,"NVDA,CMCSA,SSP","0.200,0.400,0.400"
2007-03-30,recovery,43.0,6,0.0,77.53426045018136,"NVDA,T,SCHW","0.200,0.400,0.400"
2007-04-30,recovery,44.0,6,0.0,81.60930377310261,"NVDA,AMZN,MAT","0.281,0.319,0.400"
2007-05-31,recovery,45.0,6,0.0,83.85291551887808,"AMZN,MAT,NVDA","0.258,0.400,0.342"
2007-06-29,recovery,46.0,6,0.0,87.65392638280113,"AMZN,NVDA,F","0.238,0.362,0.400"
2007-07-31,recovery,47.0,6,0.0,90.90820803315282,"NVDA,AMZN,NI","0.361,0.239,0.400"
2007-08-31,recovery,48.0,6,0.0,94.84219518792737,"NVDA,AMZN,AAPL","0.329,0.271,0.400"
2007-09-28,recovery,49.0,6,0.0,104.53953102688897,"NVDA,AMZN,JCI","0.400,0.319,0.281"
2007-10-31,recovery,50.0,6,0.0,103.79821109084705,"AMZN,JCI,NVDA","0.316,0.284,0.400"
2007-11-30,recovery,51.0,6,0.0,98.87606128423865,"NVDA,AMZN,JCI","0.400,0.312,0.288"
2007-12-31,normal,52.0,6,0.0,103.50509795141349,"AMZN,NVDA,MBI","0.246,0.369,0.385"
2008-01-31,normal,53.0,6,0.0,85.19602266525118,"MBI,MTG,AMZN","0.345,0.313,0.342"
2008-02-29,normal,54.0,6,0.0,76.09109169807704,"MBI,MTG,FHN","0.317,0.283,0.400"
2008-03-31,normal,55.0,6,0.0,76.18171930270638,"MBI,MTG,SLM","0.364,0.324,0.313"
2008-04-30,normal,56.0,6,0.0,79.87022757411688,"MBI,FHN,AMD","0.262,0.350,0.389"
2008-05-30,normal,57.0,6,0.0,77.33913902493899,"MBI,MTG,FHN","0.352,0.248,0.400"
2008-06-30,normal,58.0,6,0.0,56.05714286077036,"MTG,MBI,HBAN","0.260,0.340,0.400"
2008-07-31,normal,59.0,6,0.0,64.37831932146362,"FMCC,MTG,FNMA","0.385,0.224,0.391"
2008-08-29,normal,60.0,6,0.0,101.19969769708662,"FMCC,FNMA,SLM","0.330,0.362,0.308"
2008-09-30,crash,61.0,5,13.990714276089042,76.09266222538766,,
2008-10-31,crash,62.0,4,27.865086618003666,70.43619591606921,,
2008-11-28,crash,63.0,3,45.595502324380334,61.232061041884165,,
2008-12-31,normal,64.0,3,0.0,60.316630590086845,"MBI,GNW,THC","0.200,0.400,0.400"
2009-01-30,crash,65.0,2,2.1249761682532986,55.183065826154206,,
2009-02-27,crash,66.0,1,4.690870848131803,43.41001067831191,,
2009-03-31,normal,67.0,2,0.0,55.897416606046626,"GNW,TGNA,MTW","0.200,0.400,0.400"
2009-04-30,normal,68.0,3,0.0,86.07560285836203,"GNW,FITB,RF","0.240,0.360,0.400"
2009-05-29,recovery,69.0,4,0.0,150.84775799034188,"RF,GNW,NVDA","0.400,0.200,0.400"
2009-06-30,recovery,70.0,4,0.0,137.31224272805298,"MTW,F,TGNA","0.364,0.267,0.369"
2009-07-31,recovery,71.0,5,0.0,204.67056347332974,"KIM,HBAN,MBI","0.400,0.380,0.220"
2009-08-31,recovery,72.0,6,0.0,233.90749092619816,"HBAN,FITB,MTW","0.335,0.318,0.347"
2009-09-30,recovery,73.0,6,0.0,314.2813786395283,"HBAN,FITB,SLM","0.322,0.305,0.373"
2009-10-30,recovery,74.0,6,0.0,274.352339523016,"HBAN,BAC,FITB","0.340,0.330,0.330"
2009-11-30,recovery,75.0,6,0.0,295.3299812084798,"HBAN,FITB,RF","0.305,0.295,0.400"
2009-12-31,recovery,76.0,6,0.0,366.83622743342625,"FITB,HBAN,SLM","0.304,0.313,0.383"
2010-01-29,recovery,77.0,6,0.0,424.72965450526084,"NVDA,LNC,PFG","0.400,0.316,0.284"
