date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,0.0,1.0,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-10-31,0.09988946960032925,1.0998894696003292,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-11-28,0.06085596303122963,1.1668243025007654,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2003-12-31,0.05842576599184116,1.2349969061522685,recovery,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-01-30,-0.03570982525253237,1.1908953824461528,bull,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-02-27,0.0208461291650411,1.2157209414106762,bull,False,"CSX,NVDA,AAPL","0.333,0.333,0.333",3
2004-03-31,0.09154042360266108,1.3270085513700354,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-04-30,-0.05679728071779075,1.2516380741629627,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-05-31,0.010926096792136752,1.2653135929099908,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-06-30,0.06138437066494868,1.3429840715045755,bull,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-07-30,-0.07174582415104072,1.2466305724727595,normal,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-08-31,-0.0008638171263802008,1.2455537116339885,normal,False,"AAPL,MO,NVDA","0.400,0.398,0.202",3
2004-09-30,0.07191773588406808,1.3351311144967024,normal,False,"PPL,MRK,CMS","0.400,0.261,0.339",3
2004-10-29,0.021784796604049934,1.3642166742657515,normal,False,"PPL,MRK,CMS","0.400,0.261,0.339",3
2004-11-30,0.0025224617558780547,1.3676578586533181,normal,False,"PPL,MRK,CMS","0.400,0.261,0.339",3
2004-12-31,0.06441696683923478,1.4557582295816076,normal,False,"PPL,MRK,CMS","0.400,0.261,0.339",3
2005-01-31,-0.025275893565252835,1.418962639513962,normal,False,"PPL,MRK,CMS","0.400,0.261,0.339",3
